CIRCUIT1  Circuit1
INPUT  545 545
INPUT  549 549
INPUT  552 552
INPUT  556 556
INPUT  559 559
INPUT  562 562
INPUT  566 566
INPUT  571 571
INPUT  574 574
INPUT  577 577
INPUT  580 580
INPUT  583 583
INPUT  588 588
INPUT  591 591
INPUT  592 592
INPUT  595 595
INPUT  596 596
INPUT  597 597
INPUT  598 598
INPUT  599 599
INPUT  603 603
INPUT  607 607
INPUT  610 610
INPUT  613 613
INPUT  616 616
INPUT  619 619
INPUT  625 625
INPUT  631 631
OUTPUT  709 709
OUTPUT  816 816
OUTPUT  1066 1066
OUTPUT  1137 1137
OUTPUT  1138 1138
OUTPUT  1139 1139
OUTPUT  1140 1140
OUTPUT  1141 1141
OUTPUT  1142 1142
OUTPUT  1143 1143
OUTPUT  1144 1144
OUTPUT  1145 1145
OUTPUT  1147 1147
OUTPUT  1152 1152
OUTPUT  1153 1153
OUTPUT  1154 1154
OUTPUT  1155 1155
OUTPUT  1972 1972
OUTPUT  2054 2054
OUTPUT  2060 2060
OUTPUT  2061 2061
OUTPUT  2139 2139
OUTPUT  2142 2142
OUTPUT  2309 2309
OUTPUT  2387 2387
OUTPUT  2527 2527
OUTPUT  2584 2584
OUTPUT  2590 2590
OUTPUT  2623 2623
OUTPUT  3357 3357
OUTPUT  3358 3358
OUTPUT  3359 3359
OUTPUT  3360 3360
OUTPUT  3604 3604
OUTPUT  3613 3613
OUTPUT  4272 4272
OUTPUT  4275 4275
OUTPUT  4278 4278
OUTPUT  4279 4279
OUTPUT  4737 4737
OUTPUT  4738 4738
OUTPUT  4739 4739
OUTPUT  4740 4740
OUTPUT  5240 5240
OUTPUT  5388 5388
OUTPUT  6641 6641
OUTPUT  6643 6643
OUTPUT  6646 6646
OUTPUT  6648 6648
OUTPUT  6716 6716
OUTPUT  6877 6877
OUTPUT  6924 6924
OUTPUT  6925 6925
OUTPUT  6926 6926
OUTPUT  6927 6927
OUTPUT  7015 7015
OUTPUT  7363 7363
OUTPUT  7365 7365
OUTPUT  7432 7432
OUTPUT  7449 7449
OUTPUT  7465 7465
OUTPUT  7466 7466
OUTPUT  7467 7467
OUTPUT  7469 7469
OUTPUT  7470 7470
OUTPUT  7471 7471
OUTPUT  7472 7472
OUTPUT  7473 7473
OUTPUT  7474 7474
OUTPUT  7476 7476
OUTPUT  7503 7503
OUTPUT  7504 7504
OUTPUT  7506 7506
OUTPUT  7511 7511
OUTPUT  7515 7515
OUTPUT  7516 7516
OUTPUT  7517 7517
OUTPUT  7518 7518
OUTPUT  7519 7519
OUTPUT  7520 7520
OUTPUT  7521 7521
OUTPUT  7522 7522
OUTPUT  7600 7600
OUTPUT  7601 7601
OUTPUT  7602 7602
OUTPUT  7603 7603
OUTPUT  7604 7604
OUTPUT  7605 7605
OUTPUT  7606 7606
OUTPUT  7607 7607
OUTPUT  7626 7626
OUTPUT  7698 7698
OUTPUT  7699 7699
OUTPUT  7700 7700
OUTPUT  7701 7701
OUTPUT  7702 7702
OUTPUT  7703 7703
OUTPUT  7704 7704
OUTPUT  7705 7705
OUTPUT  7706 7706
OUTPUT  7707 7707
OUTPUT  7735 7735
OUTPUT  7736 7736
OUTPUT  7737 7737
OUTPUT  7738 7738
OUTPUT  7739 7739
OUTPUT  7740 7740
OUTPUT  7741 7741
OUTPUT  7742 7742
OUTPUT  7754 7754
OUTPUT  7755 7755
OUTPUT  7756 7756
OUTPUT  7757 7757
OUTPUT  7758 7758
OUTPUT  7759 7759
OUTPUT  7760 7760
OUTPUT  7761 7761
OUTPUT  8075 8075
OUTPUT  8076 8076
OUTPUT  8123 8123
OUTPUT  8124 8124
OUTPUT  8127 8127
OUTPUT  8128 8128
BUFF 18ns 141  709
BUFF 21ns 293  816
AND 24ns 135  631  1042
NOT 9ns 591  1043
BUFF 24ns 592  1066
NOT 9ns 595  1067
NOT 9ns 596  1080
NOT 12ns 597  1092
NOT 9ns 598  1104
NOT 9ns 545  1137
NOT 9ns 348  1138
NOT 9ns 366  1139
AND 18ns 552  562  1140
NOT 9ns 549  1141
NOT 9ns 545  1142
NOT 6ns 545  1143
NOT 9ns 338  1144
NOT 6ns 358  1145
NAND 9ns 373  1  1146
AND 24ns 141  145  1147
NOT 9ns 592  1148
NOT 6ns 1042  1149
AND 18ns 1043  27  1150
AND 21ns 386  556  1151
NOT 9ns 245  1152
NOT 9ns 552  1153
NOT 6ns 562  1154
NOT 9ns 559  1155
AND4 42ns 386  559  556  552  1156
NOT 9ns 566  1157
BUFF 24ns 571  1161
BUFF 21ns 574  1173
BUFF 21ns 571  1185
BUFF 24ns 574  1197
BUFF 24ns 137  1209
BUFF 21ns 137  1213
BUFF 18ns 141  1216
NOT 9ns 583  1219
BUFF 21ns 577  1223
BUFF 18ns 580  1235
BUFF 18ns 577  1247
BUFF 24ns 580  1259
BUFF 21ns 254  1271
BUFF 24ns 251  1280
BUFF 21ns 251  1292
BUFF 21ns 248  1303
BUFF 18ns 248  1315
BUFF 21ns 610  1327
BUFF 24ns 607  1339
BUFF 24ns 613  1351
BUFF 21ns 616  1363
BUFF 21ns 210  1375
BUFF 24ns 210  1378
BUFF 18ns 218  1381
BUFF 21ns 218  1384
BUFF 24ns 226  1387
BUFF 18ns 226  1390
BUFF 18ns 234  1393
BUFF 21ns 234  1396
BUFF 21ns 257  1415
BUFF 24ns 257  1418
BUFF 24ns 265  1421
BUFF 18ns 265  1424
BUFF 18ns 273  1427
BUFF 18ns 273  1430
BUFF 18ns 281  1433
BUFF 21ns 281  1436
BUFF 21ns 335  1455
BUFF 21ns 335  1462
BUFF 18ns 206  1469
AND 24ns 27  31  1475
BUFF 18ns 1  1479
BUFF 21ns 588  1482
BUFF 18ns 293  1492
BUFF 21ns 302  1495
BUFF 18ns 308  1498
BUFF 18ns 308  1501
BUFF 21ns 316  1504
BUFF 18ns 316  1507
BUFF 24ns 324  1510
BUFF 18ns 324  1513
BUFF 21ns 341  1516
BUFF 21ns 341  1519
BUFF 21ns 351  1522
BUFF 21ns 351  1525
BUFF 21ns 257  1542
BUFF 18ns 257  1545
BUFF 21ns 265  1548
BUFF 18ns 265  1551
BUFF 18ns 273  1554
BUFF 21ns 273  1557
BUFF 21ns 281  1560
BUFF 18ns 281  1563
BUFF 24ns 332  1566
BUFF 18ns 332  1573
BUFF 21ns 549  1580
AND 21ns 31  27  1583
NOT 9ns 588  1588
BUFF 18ns 324  1594
BUFF 21ns 324  1597
BUFF 18ns 341  1600
BUFF 24ns 341  1603
BUFF 24ns 351  1606
BUFF 24ns 351  1609
BUFF 21ns 293  1612
BUFF 24ns 302  1615
BUFF 18ns 308  1618
BUFF 24ns 308  1621
BUFF 21ns 316  1624
BUFF 24ns 316  1627
BUFF 18ns 361  1630
BUFF 21ns 361  1633
BUFF 24ns 210  1636
BUFF 18ns 210  1639
BUFF 18ns 218  1642
BUFF 24ns 218  1645
BUFF 21ns 226  1648
BUFF 24ns 226  1651
BUFF 18ns 234  1654
BUFF 18ns 234  1657
NOT 6ns 324  1660
BUFF 24ns 242  1663
BUFF 21ns 242  1675
BUFF 21ns 254  1685
BUFF 18ns 610  1697
BUFF 18ns 607  1709
BUFF 21ns 625  1721
BUFF 18ns 619  1727
BUFF 18ns 613  1731
BUFF 18ns 616  1743
NOT 6ns 599  1755
NOT 12ns 603  1758
BUFF 21ns 619  1761
BUFF 24ns 625  1769
BUFF 18ns 619  1777
BUFF 18ns 625  1785
BUFF 24ns 619  1793
BUFF 18ns 625  1800
BUFF 24ns 619  1807
BUFF 18ns 625  1814
BUFF 21ns 299  1821
BUFF 21ns 446  1824
BUFF 18ns 457  1827
BUFF 24ns 468  1830
BUFF 21ns 422  1833
BUFF 21ns 435  1836
BUFF 21ns 389  1839
BUFF 24ns 400  1842
BUFF 21ns 411  1845
BUFF 24ns 374  1848
BUFF 21ns 4  1851
BUFF 21ns 446  1854
BUFF 18ns 457  1857
BUFF 18ns 468  1860
BUFF 21ns 435  1863
BUFF 18ns 389  1866
BUFF 24ns 400  1869
BUFF 21ns 411  1872
BUFF 21ns 422  1875
BUFF 24ns 374  1878
BUFF 21ns 479  1881
BUFF 18ns 490  1884
BUFF 21ns 503  1887
BUFF 21ns 514  1890
BUFF 21ns 523  1893
BUFF 24ns 534  1896
BUFF 24ns 54  1899
BUFF 21ns 479  1902
BUFF 18ns 503  1905
BUFF 21ns 514  1908
BUFF 21ns 523  1911
BUFF 18ns 534  1914
BUFF 21ns 490  1917
BUFF 21ns 361  1920
BUFF 18ns 369  1923
BUFF 18ns 341  1926
BUFF 18ns 351  1929
BUFF 21ns 308  1932
BUFF 24ns 316  1935
BUFF 24ns 293  1938
BUFF 21ns 302  1941
BUFF 21ns 281  1944
BUFF 24ns 289  1947
BUFF 18ns 265  1950
BUFF 24ns 273  1953
BUFF 21ns 234  1956
BUFF 18ns 257  1959
BUFF 18ns 218  1962
BUFF 24ns 226  1965
BUFF 21ns 210  1968
NOT 9ns 1146  1972
AND 18ns 136  1148  2054
NOT 9ns 1150  2060
NOT 9ns 1151  2061
BUFF 18ns 1209  2139
BUFF 21ns 1216  2142
BUFF 24ns 1479  2309
AND 21ns 1104  514  2349
OR 24ns 1067  514  2350
BUFF 21ns 1580  2387
BUFF 21ns 1821  2527
NOT 6ns 1580  2584
AND3 42ns 170  1161  1173  2585
AND3 42ns 173  1161  1173  2586
AND3 42ns 167  1161  1173  2587
AND3 45ns 164  1161  1173  2588
AND3 42ns 161  1161  1173  2589
NAND 9ns 1475  140  2590
AND3 42ns 185  1185  1197  2591
AND3 45ns 158  1185  1197  2592
AND3 45ns 152  1185  1197  2593
AND3 48ns 146  1185  1197  2594
AND3 39ns 170  1223  1235  2595
AND3 39ns 173  1223  1235  2596
AND3 48ns 167  1223  1235  2597
AND3 39ns 164  1223  1235  2598
AND3 36ns 161  1223  1235  2599
AND3 48ns 185  1247  1259  2600
AND3 42ns 158  1247  1259  2601
AND3 48ns 152  1247  1259  2602
AND3 48ns 146  1247  1259  2603
AND3 39ns 106  1731  1743  2604
AND3 45ns 61  1327  1339  2605
AND3 42ns 106  1697  1709  2606
AND3 39ns 49  1697  1709  2607
AND3 42ns 103  1697  1709  2608
AND3 39ns 40  1697  1709  2609
AND3 39ns 37  1697  1709  2610
AND3 45ns 20  1327  1339  2611
AND3 39ns 17  1327  1339  2612
AND3 39ns 70  1327  1339  2613
AND3 42ns 64  1327  1339  2614
AND3 42ns 49  1731  1743  2615
AND3 48ns 103  1731  1743  2616
AND3 42ns 40  1731  1743  2617
AND3 42ns 37  1731  1743  2618
AND3 42ns 20  1351  1363  2619
AND3 39ns 17  1351  1363  2620
AND3 48ns 70  1351  1363  2621
AND3 42ns 64  1351  1363  2622
NOT 12ns 1475  2623
AND3 42ns 123  1758  599  2624
AND 24ns 1777  1785  2625
AND3 45ns 61  1351  1363  2626
AND 21ns 1761  1769  2627
NOT 9ns 1824  2628
NOT 6ns 1827  2629
NOT 12ns 1830  2630
NOT 12ns 1833  2631
NOT 9ns 1836  2632
NOT 9ns 1839  2633
NOT 12ns 1842  2634
NOT 12ns 1845  2635
NOT 9ns 1848  2636
NOT 9ns 1851  2637
NOT 9ns 1854  2638
NOT 6ns 1857  2639
NOT 6ns 1860  2640
NOT 6ns 1863  2641
NOT 9ns 1866  2642
NOT 9ns 1869  2643
NOT 12ns 1872  2644
NOT 6ns 1875  2645
NOT 9ns 1878  2646
BUFF 24ns 1209  2647
NOT 9ns 1161  2653
NOT 9ns 1173  2664
BUFF 21ns 1209  2675
NOT 6ns 1185  2681
NOT 9ns 1197  2692
AND3 36ns 179  1185  1197  2703
BUFF 24ns 1479  2704
NOT 9ns 1881  2709
NOT 12ns 1884  2710
NOT 9ns 1887  2711
NOT 9ns 1890  2712
NOT 9ns 1893  2713
NOT 6ns 1896  2714
NOT 12ns 1899  2715
NOT 6ns 1902  2716
NOT 12ns 1905  2717
NOT 9ns 1908  2718
NOT 9ns 1911  2719
NOT 9ns 1914  2720
NOT 12ns 1917  2721
BUFF 24ns 1213  2722
NOT 12ns 1223  2728
NOT 9ns 1235  2739
BUFF 21ns 1213  2750
NOT 9ns 1247  2756
NOT 6ns 1259  2767
AND3 39ns 179  1247  1259  2778
NOT 12ns 1327  2779
NOT 6ns 1339  2790
NOT 9ns 1351  2801
NOT 12ns 1363  2812
NOT 12ns 1375  2823
NOT 9ns 1378  2824
NOT 12ns 1381  2825
NOT 12ns 1384  2826
NOT 12ns 1387  2827
NOT 6ns 1390  2828
NOT 9ns 1393  2829
NOT 12ns 1396  2830
AND3 39ns 1104  457  1378  2831
AND3 48ns 1104  468  1384  2832
AND3 36ns 1104  422  1390  2833
AND3 36ns 1104  435  1396  2834
AND 21ns 1067  1375  2835
AND 24ns 1067  1381  2836
AND 21ns 1067  1387  2837
AND 21ns 1067  1393  2838
NOT 9ns 1415  2839
NOT 6ns 1418  2840
NOT 12ns 1421  2841
NOT 9ns 1424  2842
NOT 9ns 1427  2843
NOT 9ns 1430  2844
NOT 9ns 1433  2845
NOT 9ns 1436  2846
AND3 45ns 1104  389  1418  2847
AND3 45ns 1104  400  1424  2848
AND3 39ns 1104  411  1430  2849
AND3 45ns 1104  374  1436  2850
AND 18ns 1067  1415  2851
AND 21ns 1067  1421  2852
AND 18ns 1067  1427  2853
AND 24ns 1067  1433  2854
NOT 6ns 1455  2855
NOT 9ns 1462  2861
AND 18ns 292  1455  2867
AND 18ns 288  1455  2868
AND 18ns 280  1455  2869
AND 24ns 272  1455  2870
AND 24ns 264  1455  2871
AND 24ns 241  1462  2872
AND 18ns 233  1462  2873
AND 21ns 225  1462  2874
AND 18ns 217  1462  2875
AND 18ns 209  1462  2876
BUFF 21ns 1216  2877
NOT 12ns 1482  2882
NOT 12ns 1475  2891
NOT 9ns 1492  2901
NOT 9ns 1495  2902
NOT 9ns 1498  2903
NOT 9ns 1501  2904
NOT 9ns 1504  2905
NOT 12ns 1507  2906
AND 18ns 1303  1495  2907
AND3 42ns 1303  479  1501  2908
AND3 42ns 1303  490  1507  2909
AND 24ns 1663  1492  2910
AND 18ns 1663  1498  2911
AND 24ns 1663  1504  2912
NOT 9ns 1510  2913
NOT 9ns 1513  2914
NOT 9ns 1516  2915
NOT 9ns 1519  2916
NOT 9ns 1522  2917
NOT 9ns 1525  2918
AND3 39ns 1104  503  1513  2919
NOT 9ns 2349  2920
AND3 45ns 1104  523  1519  2921
AND3 39ns 1104  534  1525  2922
AND 24ns 1067  1510  2923
AND 21ns 1067  1516  2924
AND 21ns 1067  1522  2925
NOT 9ns 1542  2926
NOT 6ns 1545  2927
NOT 6ns 1548  2928
NOT 9ns 1551  2929
NOT 6ns 1554  2930
NOT 9ns 1557  2931
NOT 9ns 1560  2932
NOT 6ns 1563  2933
AND3 48ns 1303  389  1545  2934
AND3 39ns 1303  400  1551  2935
AND3 42ns 1303  411  1557  2936
AND3 48ns 1303  374  1563  2937
AND 24ns 1663  1542  2938
AND 24ns 1663  1548  2939
AND 18ns 1663  1554  2940
AND 24ns 1663  1560  2941
NOT 9ns 1566  2942
NOT 12ns 1573  2948
AND 18ns 372  1566  2954
AND 21ns 366  1566  2955
AND 21ns 358  1566  2956
AND 24ns 348  1566  2957
AND 21ns 338  1566  2958
AND 24ns 331  1573  2959
AND 18ns 323  1573  2960
AND 24ns 315  1573  2961
AND 24ns 307  1573  2962
AND 21ns 299  1573  2963
NOT 9ns 1588  2964
AND 24ns 83  1588  2969
AND 24ns 86  1588  2970
AND 21ns 88  1588  2971
AND 18ns 88  1588  2972
NOT 9ns 1594  2973
NOT 9ns 1597  2974
NOT 12ns 1600  2975
NOT 9ns 1603  2976
NOT 12ns 1606  2977
NOT 12ns 1609  2978
AND3 36ns 1315  503  1597  2979
AND 24ns 1315  514  2980
AND3 42ns 1315  523  1603  2981
AND3 36ns 1315  534  1609  2982
AND 21ns 1675  1594  2983
OR 27ns 1675  514  2984
AND 18ns 1675  1600  2985
AND 21ns 1675  1606  2986
NOT 9ns 1612  2987
NOT 9ns 1615  2988
NOT 9ns 1618  2989
NOT 9ns 1621  2990
NOT 9ns 1624  2991
NOT 9ns 1627  2992
AND 21ns 1315  1615  2993
AND3 45ns 1315  479  1621  2994
AND3 42ns 1315  490  1627  2995
AND 24ns 1675  1612  2996
AND 18ns 1675  1618  2997
AND 21ns 1675  1624  2998
NOT 9ns 1630  2999
BUFF 18ns 1469  3000
BUFF 21ns 1469  3003
NOT 12ns 1633  3006
BUFF 24ns 1469  3007
BUFF 24ns 1469  3010
AND 21ns 1315  1630  3013
AND 21ns 1315  1633  3014
NOT 9ns 1636  3015
NOT 9ns 1639  3016
NOT 9ns 1642  3017
NOT 9ns 1645  3018
NOT 6ns 1648  3019
NOT 12ns 1651  3020
NOT 9ns 1654  3021
NOT 6ns 1657  3022
AND3 45ns 1303  457  1639  3023
AND3 48ns 1303  468  1645  3024
AND3 42ns 1303  422  1651  3025
AND3 42ns 1303  435  1657  3026
AND 21ns 1663  1636  3027
AND 24ns 1663  1642  3028
AND 24ns 1663  1648  3029
AND 18ns 1663  1654  3030
NOT 9ns 1920  3031
NOT 9ns 1923  3032
NOT 6ns 1926  3033
NOT 12ns 1929  3034
BUFF 18ns 1660  3035
BUFF 24ns 1660  3038
NOT 6ns 1697  3041
NOT 9ns 1709  3052
NOT 9ns 1721  3063
NOT 6ns 1727  3068
AND 18ns 97  1721  3071
AND 21ns 94  1721  3072
AND 24ns 97  1721  3073
AND 18ns 94  1721  3074
NOT 9ns 1731  3075
NOT 9ns 1743  3086
NOT 9ns 1761  3097
NOT 9ns 1769  3108
NOT 9ns 1777  3119
NOT 6ns 1785  3130
NOT 9ns 1944  3141
NOT 9ns 1947  3142
NOT 12ns 1950  3143
NOT 9ns 1953  3144
NOT 9ns 1956  3145
NOT 9ns 1959  3146
NOT 6ns 1793  3147
NOT 9ns 1800  3158
NOT 12ns 1807  3169
NOT 12ns 1814  3180
BUFF 18ns 1821  3191
NOT 6ns 1932  3194
NOT 6ns 1935  3195
NOT 9ns 1938  3196
NOT 12ns 1941  3197
NOT 9ns 1962  3198
NOT 9ns 1965  3199
BUFF 18ns 1469  3200
NOT 12ns 1968  3203
BUFF 24ns 2704  3357
BUFF 21ns 2704  3358
BUFF 18ns 2704  3359
BUFF 24ns 2704  3360
AND3 45ns 457  1092  2824  3401
AND3 42ns 468  1092  2826  3402
AND3 42ns 422  1092  2828  3403
AND3 42ns 435  1092  2830  3404
AND 24ns 1080  2823  3405
AND 18ns 1080  2825  3406
AND 24ns 1080  2827  3407
AND 21ns 1080  2829  3408
AND3 39ns 389  1092  2840  3409
AND3 39ns 400  1092  2842  3410
AND3 39ns 411  1092  2844  3411
AND3 45ns 374  1092  2846  3412
AND 21ns 1080  2839  3413
AND 18ns 1080  2841  3414
AND 21ns 1080  2843  3415
AND 18ns 1080  2845  3416
AND 21ns 1280  2902  3444
AND3 42ns 479  1280  2904  3445
AND3 36ns 490  1280  2906  3446
AND 18ns 1685  2901  3447
AND 18ns 1685  2903  3448
AND 21ns 1685  2905  3449
AND3 48ns 503  1092  2914  3450
AND3 39ns 523  1092  2916  3451
AND3 36ns 534  1092  2918  3452
AND 21ns 1080  2913  3453
AND 21ns 1080  2915  3454
AND 24ns 1080  2917  3455
AND 21ns 2920  2350  3456
AND3 39ns 389  1280  2927  3459
AND3 42ns 400  1280  2929  3460
AND3 39ns 411  1280  2931  3461
AND3 36ns 374  1280  2933  3462
AND 21ns 1685  2926  3463
AND 24ns 1685  2928  3464
AND 18ns 1685  2930  3465
AND 21ns 1685  2932  3466
AND3 39ns 503  1292  2974  3481
NOT 9ns 2980  3482
AND3 42ns 523  1292  2976  3483
AND3 45ns 534  1292  2978  3484
AND 21ns 1271  2973  3485
AND 21ns 1271  2975  3486
AND 24ns 1271  2977  3487
AND 18ns 1292  2988  3488
AND3 39ns 479  1292  2990  3489
AND3 42ns 490  1292  2992  3490
AND 24ns 1271  2987  3491
AND 21ns 1271  2989  3492
AND 18ns 1271  2991  3493
AND 24ns 1292  2999  3502
AND 24ns 1292  3006  3503
AND3 42ns 457  1280  3016  3504
AND3 42ns 468  1280  3018  3505
AND3 39ns 422  1280  3020  3506
AND3 36ns 435  1280  3022  3507
AND 21ns 1685  3015  3508
AND 21ns 1685  3017  3509
AND 21ns 1685  3019  3510
AND 21ns 1685  3021  3511
NAND 12ns 1923  3031  3512
NAND 12ns 1920  3032  3513
NAND 12ns 1929  3033  3514
NAND 12ns 1926  3034  3515
NAND 12ns 1947  3141  3558
NAND 12ns 1944  3142  3559
NAND 9ns 1953  3143  3560
NAND 9ns 1950  3144  3561
NAND 9ns 1959  3145  3562
NAND 15ns 1956  3146  3563
BUFF 21ns 3191  3604
NAND 12ns 1935  3194  3605
NAND 12ns 1932  3195  3606
NAND 12ns 1941  3196  3607
NAND 9ns 1938  3197  3608
NAND 12ns 1965  3198  3609
NAND 12ns 1962  3199  3610
NOT 9ns 3191  3613
AND 24ns 2882  2891  3614
AND 18ns 1482  2891  3615
AND3 45ns 200  2653  1173  3616
AND3 39ns 203  2653  1173  3617
AND3 39ns 197  2653  1173  3618
AND3 42ns 194  2653  1173  3619
AND3 42ns 191  2653  1173  3620
AND3 48ns 182  2681  1197  3621
AND3 48ns 188  2681  1197  3622
AND3 42ns 155  2681  1197  3623
AND3 48ns 149  2681  1197  3624
AND 18ns 2882  2891  3625
AND 18ns 1482  2891  3626
AND3 48ns 200  2728  1235  3627
AND3 42ns 203  2728  1235  3628
AND3 42ns 197  2728  1235  3629
AND3 45ns 194  2728  1235  3630
AND3 42ns 191  2728  1235  3631
AND3 39ns 182  2756  1259  3632
AND3 42ns 188  2756  1259  3633
AND3 42ns 155  2756  1259  3634
AND3 45ns 149  2756  1259  3635
AND 24ns 2882  2891  3636
AND 21ns 1482  2891  3637
AND3 39ns 109  3075  1743  3638
AND 18ns 2882  2891  3639
AND 18ns 1482  2891  3640
AND3 36ns 11  2779  1339  3641
AND3 45ns 109  3041  1709  3642
AND3 42ns 46  3041  1709  3643
AND3 45ns 100  3041  1709  3644
AND3 45ns 91  3041  1709  3645
AND3 42ns 43  3041  1709  3646
AND3 42ns 76  2779  1339  3647
AND3 42ns 73  2779  1339  3648
AND3 36ns 67  2779  1339  3649
AND3 45ns 14  2779  1339  3650
AND3 45ns 46  3075  1743  3651
AND3 39ns 100  3075  1743  3652
AND3 39ns 91  3075  1743  3653
AND3 48ns 43  3075  1743  3654
AND3 39ns 76  2801  1363  3655
AND3 42ns 73  2801  1363  3656
AND3 42ns 67  2801  1363  3657
AND3 39ns 14  2801  1363  3658
AND3 42ns 120  3119  1785  3659
AND3 45ns 11  2801  1363  3660
AND3 39ns 118  3097  1769  3661
AND3 45ns 176  2681  1197  3662
AND3 42ns 176  2756  1259  3663
OR 27ns 2831  3401  3664
OR 27ns 2832  3402  3665
OR 27ns 2833  3403  3666
OR 24ns 2834  3404  3667
OR3 54ns 2835  3405  457  3668
OR3 48ns 2836  3406  468  3669
OR3 57ns 2837  3407  422  3670
OR3 57ns 2838  3408  435  3671
OR 30ns 2847  3409  3672
OR 27ns 2848  3410  3673
OR 24ns 2849  3411  3674
OR 30ns 2850  3412  3675
OR3 60ns 2851  3413  389  3676
OR3 51ns 2852  3414  400  3677
OR3 54ns 2853  3415  411  3678
OR3 54ns 2854  3416  374  3679
AND 18ns 289  2855  3680
AND 24ns 281  2855  3681
AND 24ns 273  2855  3682
AND 18ns 265  2855  3683
AND 24ns 257  2855  3684
AND 24ns 234  2861  3685
AND 18ns 226  2861  3686
AND 18ns 218  2861  3687
AND 18ns 210  2861  3688
AND 24ns 206  2861  3689
NOT 12ns 2891  3691
OR 24ns 2907  3444  3700
OR 21ns 2908  3445  3701
OR 27ns 2909  3446  3702
OR3 54ns 2911  3448  479  3703
OR3 48ns 2912  3449  490  3704
OR 18ns 2910  3447  3705
OR 30ns 2919  3450  3708
OR 21ns 2921  3451  3709
OR 24ns 2922  3452  3710
OR3 42ns 2923  3453  503  3711
OR3 57ns 2924  3454  523  3712
OR3 57ns 2925  3455  534  3713
OR 21ns 2934  3459  3715
OR 30ns 2935  3460  3716
OR 18ns 2936  3461  3717
OR 18ns 2937  3462  3718
OR3 51ns 2938  3463  389  3719
OR3 51ns 2939  3464  400  3720
OR3 42ns 2940  3465  411  3721
OR3 51ns 2941  3466  374  3722
AND 18ns 369  2942  3723
AND 21ns 361  2942  3724
AND 21ns 351  2942  3725
AND 24ns 341  2942  3726
AND 18ns 324  2948  3727
AND 18ns 316  2948  3728
AND 18ns 308  2948  3729
AND 21ns 302  2948  3730
AND 21ns 293  2948  3731
OR 24ns 2942  2958  3732
AND 21ns 83  2964  3738
AND 18ns 87  2964  3739
AND 24ns 34  2964  3740
AND 21ns 34  2964  3741
OR 24ns 2979  3481  3742
OR 24ns 2981  3483  3743
OR 24ns 2982  3484  3744
OR3 54ns 2983  3485  503  3745
OR3 48ns 2985  3486  523  3746
OR3 57ns 2986  3487  534  3747
OR 27ns 2993  3488  3748
OR 24ns 2994  3489  3749
